Race - Ethnicity,Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,29.5,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,F,29.5,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,F,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,F,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,F,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,F,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,F,29.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,F,39.5,C Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,F,49.5,Felony - Enhancement to Original Penalty,Assault,Parole,5JD,No
White - Non-Hispanic,2012,F,66.87,Aggravated Misdemeanor,Assault,Parole,7JD,No
White - Non-Hispanic,2012,F,66.87,Felony - Enhancement to Original Penalty,Assault,Parole,5JD,No
White - Non-Hispanic,2012,F,21.5,C Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,F,21.5,C Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,F,21.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,F,21.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,Felony - Enhancement to Original Penalty,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,6JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,Felony - Enhancement to Original Penalty,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,29.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,39.5,C Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Assault,Parole,4JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,C Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,3JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,D Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,49.5,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,6JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,1JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,ISC,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,6JD,No
White - Non-Hispanic,2012,M,49.5,C Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,49.5,D Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,66.87,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,66.87,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,66.87,C Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,M,66.87,D Felony,Assault,Parole,8JD,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,21.5,C Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2012,M,21.5,C Felony,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,21.5,C Felony,Assault,Parole,4JD,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,21.5,Aggravated Misdemeanor,Assault,Parole,5JD,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Parole,7JD,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Parole,ISC,No
Black - Non-Hispanic,2012,F,21.5,D Felony,Arson,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,F,29.5,C Felony,Arson,Parole,1JD,No
Black - Non-Hispanic,2012,M,29.5,C Felony,Arson,Parole,1JD,No
White - Hispanic,2012,M,21.5,Aggravated Misdemeanor,Arson,Discharged – End of Sentence,N/A,No
White - Hispanic,2012,M,29.5,C Felony,Arson,Parole,1JD,No
White - Non-Hispanic,2012,F,29.5,C Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,39.5,C Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,21.5,C Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,C Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,B Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Arson,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,C Felony,Arson,Parole,2JD,No
White - Non-Hispanic,2012,M,29.5,C Felony,Arson,Parole,2JD,No
White - Non-Hispanic,2012,M,39.5,C Felony,Arson,Parole,7JD,No
White - Non-Hispanic,2012,M,39.5,C Felony,Arson,Parole,1JD,No
White - Non-Hispanic,2012,M,39.5,C Felony,Arson,Parole,5JD,No
White - Non-Hispanic,2012,M,49.5,C Felony,Arson,Parole,3JD,No
White - Non-Hispanic,2012,M,21.5,C Felony,Arson,Parole,4JD,No
Black - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
Black - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Parole,1JD,No
White - Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2012,F,66.87,Aggravated Misdemeanor,Alcohol,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Parole,5JD,No
White - Non-Hispanic,2012,M,29.5,Aggravated Misdemeanor,Alcohol,Parole,1JD,No
White - Non-Hispanic,2012,M,39.5,Serious Misdemeanor,Alcohol,Parole,5JD,No
White - Non-Hispanic,2012,M,39.5,Aggravated Misdemeanor,Alcohol,Parole,1JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Parole,2JD,No
White - Non-Hispanic,2012,M,49.5,Aggravated Misdemeanor,Alcohol,Parole,7JD,No
White - Non-Hispanic,2012,M,66.87,Aggravated Misdemeanor,Alcohol,Parole,7JD,No
Black - Non-Hispanic,2012,M,39.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Assault,Special Sentence,N/A,No
Asian or Pacific Islander - Non-Hispanic,2012,M,21.5,D Felony,Vandalism,Parole,N/A,No
White - Hispanic,2012,M,29.5,C Felony,Trafficking,Parole,N/A,No
White - Hispanic,2012,M,21.5,D Felony,Trafficking,Parole,N/A,No
White - Hispanic,2012,M,39.5,B Felony,Trafficking,Parole,N/A,No
White - Hispanic,2012,M,39.5,B Felony,Trafficking,Parole,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Burglary,Parole,N/A,No
White - Non-Hispanic,2012,M,29.5,D Felony,OWI,Parole,N/A,No
White - Hispanic,2012,M,29.5,D Felony,OWI,Parole,N/A,No
Black - Non-Hispanic,2012,M,39.5,C Felony,Trafficking,Parole,N/A,No
White - Non-Hispanic,2012,M,21.5,D Felony,Burglary,Discharged – End of Sentence,N/A,No
White - Non-Hispanic,2013,M,21.5,Aggravated Misdemeanor,Theft,Discharged - Expiration of Sentence,N/A,Yes
White - Non-Hispanic,2013,M,49.5,Aggravated Misdemeanor,Drug Possession,Discharged - Expiration of Sentence,N/A,Yes
White - Non-Hispanic,2013,F,49.5,D Felony,Other Drug,Parole Granted,3JD,Yes
White - Non-Hispanic,2013,M,29.5,D Felony,OWI,Parole Granted,3JD,Yes
American Indian or Alaska Native - Non-Hispanic,2013,F,29.5,Aggravated Misdemeanor,Assault,Parole Granted,3JD,Yes
White - Non-Hispanic,2013,M,39.5,D Felony,Other Public Order,Discharged - Expiration of Sentence,N/A,Yes
Black - Non-Hispanic,2013,M,39.5,D Felony,OWI,Parole Granted,6JD,Yes
White - Non-Hispanic,2013,F,39.5,Aggravated Misdemeanor,Theft,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,49.5,Aggravated Misdemeanor,Other Criminal,Released to Special Sentence,N/A,Yes
Black - Non-Hispanic,2013,M,49.5,D Felony,OWI,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,29.5,D Felony,Burglary,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,21.5,Aggravated Misdemeanor,Other Criminal,Released to Special Sentence,3JD,Yes
White - Non-Hispanic,2013,M,29.5,D Felony,Assault,Discharged - Expiration of Sentence,N/A,Yes
Black - Non-Hispanic,2013,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole Granted,1JD,Yes
White - Non-Hispanic,2013,M,21.5,Aggravated Misdemeanor,Sex,Released to Special Sentence,3JD,Yes
American Indian or Alaska Native - Non-Hispanic,2013,M,39.5,C Felony,Burglary,Parole Granted,3JD,Yes
White - Non-Hispanic,2013,M,49.5,Aggravated Misdemeanor,Alcohol,Paroled w/Immediate Discharge,1JD,Yes
White - Non-Hispanic,2013,F,29.5,Aggravated Misdemeanor,Burglary,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,39.5,C Felony,Trafficking,Parole Granted,1JD,Yes
White - Non-Hispanic,2013,M,29.5,Felony - Enhancement to Original Penalty,Sex,Discharged - Expiration of Sentence,N/A,Yes
White - Non-Hispanic,2013,M,39.5,D Felony,Trafficking,Parole Granted,4JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Trafficking,Parole Granted,8JD,Yes
Black - Non-Hispanic,2013,M,29.5,Aggravated Misdemeanor,Other Criminal,Released to Special Sentence,6JD,Yes
Black - Non-Hispanic,2013,M,39.5,D Felony,OWI,Parole Granted,5JD,Yes
Black - Non-Hispanic,2013,F,39.5,Aggravated Misdemeanor,OWI,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,29.5,Aggravated Misdemeanor,Assault,Discharged - Expiration of Sentence,N/A,Yes
White - Non-Hispanic,2013,M,29.5,Aggravated Misdemeanor,Other Criminal,Released to Special Sentence,5JD,Yes
White - Non-Hispanic,2013,M,29.5,C Felony,Sex,Released to Special Sentence,4JD,Yes
White - Non-Hispanic,2013,M,49.5,C Felony,Sex,Discharged - Expiration of Sentence,N/A,Yes
White - Non-Hispanic,2013,F,49.5,D Felony,Forgery/Fraud,Parole Granted,7JD,Yes
White - Non-Hispanic,2013,M,29.5,D Felony,OWI,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,39.5,C Felony,Burglary,Released to Special Sentence,2JD,Yes
Black - Non-Hispanic,2013,M,49.5,Aggravated Misdemeanor,Assault,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Assault,Parole Granted,4JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Sex,Released to Special Sentence,8JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Burglary,Parole Granted,3JD,Yes
White - Non-Hispanic,2013,M,29.5,B Felony,Trafficking,Parole Granted,5JD,Yes
Black - Non-Hispanic,2013,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole Granted,7JD,Yes
White - Non-Hispanic,2013,M,21.5,C Felony,Trafficking,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,39.5,D Felony,Trafficking,Parole Granted,7JD,Yes
White - Non-Hispanic,2013,M,49.5,D Felony,OWI,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,39.5,D Felony,Other Drug,Parole Granted,7JD,Yes
White - Non-Hispanic,2013,M,39.5,C Felony,Burglary,Parole Granted,8JD,Yes
White - Non-Hispanic,2013,M,29.5,C Felony,Sex,Parole Granted,N/A,Yes
Black - Non-Hispanic,2013,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole Granted,5JD,Yes
White - Non-Hispanic,2013,M,21.5,C Felony,Sex,Released to Special Sentence,8JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Forgery/Fraud,Parole Granted,1JD,Yes
White - Non-Hispanic,2013,M,21.5,D Felony,Trafficking,Parole Granted,3JD,Yes
White - Non-Hispanic,2013,M,39.5,Aggravated Misdemeanor,Assault,Parole Granted,5JD,Yes
