Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism Likelihood,Number American Indian or Alaska Native - Non-Hispanic,Number Asian or Pacific Islander - Non-Hispanic,Number Black - Non-Hispanic,Number White - Hispanic,Number White - Non-Hispanic
2012,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2012,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,6JD,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Trafficking,Parole,6JD,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Trafficking,Parole,3JD,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Trafficking,Parole,7JD,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Trafficking,Parole,7JD,0.0,0,0,0,0,3
2012,M,35-44,B Felony,Trafficking,Parole,8JD,0.0,0,0,0,0,2
2012,M,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,ISC,0.0,0,0,0,0,1
2012,M,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,8JD,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,2
2012,M,45-54,D Felony,Trafficking,Parole,6JD,0.0,0,0,0,0,2
2012,M,45-54,D Felony,Trafficking,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Trafficking,Parole,1JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2012,M,55 and Older,B Felony,Trafficking,Parole,1JD,0.0,0,0,0,0,1
2012,M,55 and Older,B Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,2
2012,M,35-44,D Felony,Traffic,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2012,M,45-54,Aggravated Misdemeanor,Traffic,Discharged – End of Sentence,N/A,0.0,0,0,2,0,0
2012,M,55 and Older,Serious Misdemeanor,Traffic,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2012,F,25-34,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,1,0,0
2012,F,25-34,Aggravated Misdemeanor,Traffic,Parole,5JD,0.0,0,0,1,0,0
2012,F,Under 25,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,1,0,0
2012,F,Under 25,Aggravated Misdemeanor,Traffic,Parole,7JD,0.0,0,0,1,0,0
2012,M,35-44,Aggravated Misdemeanor,Traffic,Parole,6JD,0.0,0,0,1,0,0
2012,M,35-44,D Felony,Traffic,Parole,1JD,0.0,0,0,1,0,0
2012,M,35-44,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,1,0,0
2012,M,55 and Older,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,1,0,0
2012,F,25-34,Aggravated Misdemeanor,Traffic,Parole,6JD,0.0,0,0,0,1,0
2012,M,45-54,D Felony,Traffic,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Traffic,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,Traffic,Parole,2JD,0.0,0,0,0,0,2
2012,M,25-34,Aggravated Misdemeanor,Traffic,Parole,3JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Traffic,Parole,5JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Traffic,Parole,8JD,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Traffic,Parole,5JD,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Traffic,Parole,5JD,0.0,0,0,0,0,2
2012,M,45-54,D Felony,Traffic,Parole,5JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Traffic,Parole,7JD,0.0,0,0,0,0,2
2012,M,45-54,Aggravated Misdemeanor,Traffic,Parole,8JD,0.0,0,0,0,0,1
2012,M,Under 25,Serious Misdemeanor,Traffic,Parole,4JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Traffic,Parole,6JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Theft,Parole,3JD,0.0,1,0,1,0,0
2012,M,Under 25,D Felony,Theft,Parole,ISC,0.0,1,0,1,0,0
2012,M,35-44,D Felony,Theft,Parole,ISC,0.0,0,1,0,0,3
2012,M,25-34,Felony - Enhancement to Original Penalty,Theft,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2012,F,25-34,D Felony,Theft,Parole,7JD,0.0,0,0,1,1,3
2012,F,35-44,D Felony,Theft,Parole,5JD,0.0,0,0,1,0,1
2012,F,35-44,Aggravated Misdemeanor,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,F,35-44,D Felony,Theft,Parole,1JD,0.0,0,0,1,0,0
2012,F,45-54,D Felony,Theft,Parole,1JD,0.0,0,0,1,0,1
2012,F,45-54,D Felony,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,F,45-54,Aggravated Misdemeanor,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,F,55 and Older,Aggravated Misdemeanor,Theft,Parole,5JD,0.0,0,0,1,0,0
2012,F,Under 25,Aggravated Misdemeanor,Theft,Parole,7JD,0.0,0,0,1,0,0
2012,F,Under 25,C Felony,Theft,Parole,5JD,0.0,0,0,1,0,0
2012,F,Under 25,C Felony,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,M,25-34,Aggravated Misdemeanor,Theft,Parole,1JD,0.0,0,0,1,0,0
2012,M,25-34,D Felony,Theft,Parole,3JD,0.0,0,0,1,0,3
2012,M,25-34,D Felony,Theft,Parole,ISC,0.0,0,0,1,0,3
2012,M,25-34,D Felony,Theft,Parole,1JD,0.0,0,0,1,0,0
2012,M,35-44,C Felony,Theft,Parole,8JD,0.0,0,0,1,0,0
2012,M,35-44,D Felony,Theft,Parole,1JD,0.0,0,0,1,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,M,45-54,D Felony,Theft,Parole,ISC,0.0,0,0,1,1,0
2012,M,45-54,C Felony,Theft,Parole,ISC,0.0,0,0,1,0,1
2012,M,55 and Older,C Felony,Theft,Parole,5JD,0.0,0,0,2,0,0
2012,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,2JD,0.0,0,0,1,0,0
2012,M,55 and Older,C Felony,Theft,Parole,ISC,0.0,0,0,2,0,0
2012,M,55 and Older,Felony - Enhancement to Original Penalty,Theft,Parole,1JD,0.0,0,0,1,0,0
2012,M,55 and Older,C Felony,Theft,Parole,7JD,0.0,0,0,1,0,1
2012,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,8JD,0.0,0,0,1,0,0
2012,M,Under 25,C Felony,Theft,Parole,7JD,0.0,0,0,1,0,1
2012,M,Under 25,C Felony,Theft,Parole,ISC,0.0,0,0,1,0,0
2012,F,35-44,Aggravated Misdemeanor,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,3
2012,F,35-44,D Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,45-54,Aggravated Misdemeanor,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,Under 25,D Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,55 and Older,C Felony,Theft,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,25-34,C Felony,Theft,Parole,1JD,0.0,0,0,0,0,1
2012,F,25-34,D Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2012,F,25-34,D Felony,Theft,Parole,ISC,0.0,0,0,0,0,2
2012,F,25-34,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,2
2012,F,25-34,C Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2012,F,25-34,Aggravated Misdemeanor,Theft,Parole,5JD,0.0,0,0,0,0,1
2012,F,25-34,C Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,F,35-44,Aggravated Misdemeanor,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,F,35-44,C Felony,Theft,Parole,1JD,0.0,0,0,0,0,2
2012,F,45-54,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,F,45-54,C Felony,Theft,Parole,1JD,0.0,0,0,0,0,1
2012,F,45-54,D Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,F,45-54,Aggravated Misdemeanor,Theft,Parole,6JD,0.0,0,0,0,0,1
2012,F,45-54,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2012,F,55 and Older,D Felony,Theft,Parole,5JD,0.0,0,0,0,0,1
2012,F,55 and Older,C Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,F,55 and Older,Aggravated Misdemeanor,Theft,Parole,1JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Theft,Parole,7JD,0.0,0,0,0,0,3
2012,M,25-34,Aggravated Misdemeanor,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Theft,Parole,4JD,0.0,0,0,0,0,1
2012,M,25-34,Felony - Enhancement to Original Penalty,Theft,Parole,8JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,2
2012,M,35-44,Aggravated Misdemeanor,Theft,Parole,3JD,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Theft,Parole,ISC,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Theft,Parole,1JD,0.0,0,0,0,0,4
2012,M,45-54,C Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Theft,Parole,8JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Theft,Parole,8JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2012,M,55 and Older,D Felony,Theft,Parole,7JD,0.0,0,0,0,0,1
2012,M,Under 25,C Felony,Theft,Parole,4JD,0.0,0,0,0,0,1
2012,M,Under 25,Aggravated Misdemeanor,Theft,Parole,2JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Theft,Special Sentence,3JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2012,M,25-34,D Felony,Sex Offender Registry/Residency,Parole,7JD,0.0,0,0,1,0,1
2012,M,55 and Older,D Felony,Sex Offender Registry/Residency,Parole,5JD,0.0,0,0,1,0,0
2012,M,Under 25,Aggravated Misdemeanor,Sex Offender Registry/Residency,Parole,ISC,0.0,0,0,1,0,0
2012,M,35-44,D Felony,Sex Offender Registry/Residency,Parole,5JD,0.0,0,0,0,1,1
2012,M,45-54,D Felony,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.0,0,0,0,0,4
2012,M,45-54,C Felony,Sex Offender Registry/Residency,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Sex Offender Registry/Residency,Parole,ISC,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Sex Offender Registry/Residency,Parole,5JD,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Sex Offender Registry/Residency,Parole,6JD,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Sex Offender Registry/Residency,Parole,ISC,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Sex Offender Registry/Residency,Parole,1JD,0.0,0,0,0,0,2
2012,M,45-54,D Felony,Sex Offender Registry/Residency,Parole,2JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Sex Offender Registry/Residency,Parole,6JD,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,Sex Offender Registry/Residency,Special Sentence,7JD,0.0,0,0,0,0,1
2012,M,55 and Older,Aggravated Misdemeanor,Sex Offender Registry/Residency,Special Sentence,3JD,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,Sex,Special Sentence,6JD,0.0,1,0,0,0,0
2012,M,45-54,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2012,M,45-54,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2012,M,55 and Older,C Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,2,0,9
2012,M,25-34,C Felony,Sex,Parole,6JD,0.0,0,0,1,0,0
2012,M,25-34,C Felony,Sex,Parole,1JD,0.0,0,0,1,0,1
2012,M,Under 25,Aggravated Misdemeanor,Sex,Parole,ISC,0.0,0,0,1,1,0
2012,M,25-34,Aggravated Misdemeanor,Sex,Special Sentence,5JD,0.0,0,0,1,0,0
2012,M,35-44,C Felony,Sex,Special Sentence,ISC,0.0,0,0,1,0,1
2012,M,25-34,C Felony,Sex,Parole,ISC,0.0,0,0,0,4,0
2012,M,25-34,Aggravated Misdemeanor,Sex,Parole,ISC,0.0,0,0,0,1,0
2012,M,35-44,C Felony,Sex,Parole,ISC,0.0,0,0,0,1,1
2012,M,35-44,D Felony,Sex,Parole,ISC,0.0,0,0,0,1,0
2012,M,55 and Older,C Felony,Sex,Parole,ISC,0.0,0,0,0,1,0
2012,M,Under 25,D Felony,Sex,Special Sentence,ISC,0.0,0,0,0,1,0
2012,M,25-34,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,M,55 and Older,Felony - Enhancement to Original Penalty,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,55 and Older,B Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,M,Under 25,D Felony,Sex,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,35-44,C Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Sex,Parole,3JD,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,Sex,Parole,1JD,0.0,0,0,0,0,1
2012,M,25-34,Felony - Enhancement to Original Penalty,Sex,Parole,2JD,0.0,0,0,0,0,1
2012,M,25-34,D Felony,Sex,Parole,ISC,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Sex,Parole,8JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Sex,Parole,8JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,Sex,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Sex,Parole,1JD,0.0,0,0,0,0,1
2012,M,45-54,B Felony,Sex,Parole,2JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Sex,Parole,6JD,0.0,0,0,0,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,Sex,Parole,8JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Sex,Parole,ISC,0.0,0,0,0,0,1
2012,M,55 and Older,Felony - Enhancement to Original Penalty,Sex,Parole,4JD,0.0,0,0,0,0,1
2012,M,55 and Older,C Felony,Sex,Parole,1JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Sex,Parole,4JD,0.0,0,0,0,0,1
2012,M,Under 25,C Felony,Sex,Parole,7JD,0.0,0,0,0,0,1
2012,F,25-34,C Felony,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2012,F,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Sex,Special Sentence,1JD,0.0,0,0,0,0,3
2012,M,25-34,D Felony,Sex,Special Sentence,ISC,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Sex,Special Sentence,5JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Sex,Special Sentence,7JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Sex,Special Sentence,8JD,0.0,0,0,0,0,2
2012,M,35-44,D Felony,Sex,Special Sentence,8JD,0.0,0,0,0,0,2
2012,M,45-54,Aggravated Misdemeanor,Sex,Special Sentence,ISC,0.0,0,0,0,0,1
2012,M,55 and Older,Aggravated Misdemeanor,Sex,Special Sentence,6JD,0.0,0,0,0,0,1
2012,M,55 and Older,D Felony,Sex,Special Sentence,3JD,0.0,0,0,0,0,1
2012,M,55 and Older,Aggravated Misdemeanor,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2012,M,55 and Older,Aggravated Misdemeanor,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2012,M,55 and Older,C Felony,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2012,M,55 and Older,C Felony,Sex,Special Sentence,5JD,0.0,0,0,0,0,1
2012,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2012,M,Under 25,Aggravated Misdemeanor,Sex,Special Sentence,8JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Sex,Special Sentence,1JD,0.0,0,0,0,0,1
2012,M,Under 25,C Felony,Sex,Special Sentence,2JD,0.0,0,0,0,0,1
2012,M,Under 25,C Felony,Sex,Special Sentence,4JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,Sex,Special Sentence,5JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Robbery,Parole,5JD,0.0,0,1,0,0,1
2012,M,35-44,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,1,0,4
2012,M,45-54,B Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2012,M,45-54,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,1,0,2
2012,M,55 and Older,C Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,3,0,2
2012,F,25-34,C Felony,Robbery,Parole,5JD,0.0,0,0,1,0,0
2012,M,25-34,C Felony,Robbery,Parole,6JD,0.0,0,0,3,0,1
2012,M,35-44,C Felony,Robbery,Parole,ISC,0.0,0,0,2,0,1
2012,M,45-54,C Felony,Robbery,Parole,6JD,0.0,0,0,1,0,0
2012,M,45-54,C Felony,Robbery,Parole,ISC,0.0,0,0,2,0,0
2012,M,45-54,Felony - Enhancement to Original Penalty,Robbery,Parole,1JD,0.0,0,0,1,0,0
2012,M,35-44,B Felony,Robbery,Special Sentence,4JD,0.0,0,0,0,1,0
2012,M,25-34,Felony - Enhancement to Original Penalty,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,B Felony,Robbery,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,25-34,C Felony,Robbery,Parole,6JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Robbery,Parole,8JD,0.0,0,0,0,0,1
2012,M,25-34,C Felony,Robbery,Parole,3JD,0.0,0,0,0,0,2
2012,M,25-34,C Felony,Robbery,Parole,5JD,0.0,0,0,0,0,2
2012,M,35-44,B Felony,Robbery,Parole,7JD,0.0,0,0,0,0,1
2012,M,35-44,C Felony,Robbery,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Robbery,Parole,4JD,0.0,0,0,0,0,2
2012,M,45-54,B Felony,Robbery,Parole,5JD,0.0,0,0,0,0,1
2012,M,55 and Older,C Felony,Robbery,Parole,ISC,0.0,0,0,0,0,1
2012,F,25-34,D Felony,OWI,Parole,6JD,0.0,1,0,1,0,0
2012,M,35-44,D Felony,OWI,Parole,2JD,0.0,1,0,1,0,0
2012,M,35-44,D Felony,OWI,Parole,1JD,0.0,1,0,1,0,4
2012,F,45-54,D Felony,OWI,Parole,ISC,0.0,0,0,1,0,0
2012,M,35-44,Aggravated Misdemeanor,OWI,Parole,2JD,0.0,0,0,1,0,0
2012,M,35-44,Aggravated Misdemeanor,OWI,Parole,5JD,0.0,0,0,2,0,0
2012,M,45-54,Felony - Enhancement to Original Penalty,OWI,Parole,8JD,0.0,0,0,1,0,0
2012,M,45-54,D Felony,OWI,Parole,8JD,0.0,0,0,2,0,0
2012,F,35-44,D Felony,OWI,Parole,3JD,0.0,0,0,0,1,0
2012,M,25-34,D Felony,OWI,Parole,ISC,0.0,0,0,0,3,1
2012,M,25-34,Felony - Enhancement to Original Penalty,OWI,Parole,ISC,0.0,0,0,0,1,0
2012,M,45-54,D Felony,OWI,Parole,ISC,0.0,0,0,0,2,0
2012,M,Under 25,D Felony,OWI,Parole,ISC,0.0,0,0,0,1,0
2012,M,Under 25,Aggravated Misdemeanor,OWI,Parole,ISC,0.0,0,0,0,2,0
2012,F,25-34,Aggravated Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,25-34,Serious Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,Felony - Enhancement to Original Penalty,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,Serious Misdemeanor,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,55 and Older,Felony - Enhancement to Original Penalty,OWI,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,F,25-34,Aggravated Misdemeanor,OWI,Parole,1JD,0.0,0,0,0,0,1
2012,F,25-34,D Felony,OWI,Parole,3JD,0.0,0,0,0,0,1
2012,F,35-44,D Felony,OWI,Parole,1JD,0.0,0,0,0,0,1
2012,F,35-44,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,3
2012,F,35-44,D Felony,OWI,Parole,7JD,0.0,0,0,0,0,1
2012,F,45-54,D Felony,OWI,Parole,8JD,0.0,0,0,0,0,3
2012,F,45-54,Felony - Enhancement to Original Penalty,OWI,Parole,3JD,0.0,0,0,0,0,1
2012,F,45-54,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,1
2012,F,45-54,D Felony,OWI,Parole,1JD,0.0,0,0,0,0,3
2012,F,55 and Older,D Felony,OWI,Parole,3JD,0.0,0,0,0,0,1
2012,F,55 and Older,D Felony,OWI,Parole,6JD,0.0,0,0,0,0,1
2012,F,Under 25,D Felony,OWI,Parole,ISC,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,OWI,Parole,2JD,0.0,0,0,0,0,2
2012,M,25-34,Serious Misdemeanor,OWI,Parole,5JD,0.0,0,0,0,0,1
2012,M,25-34,Aggravated Misdemeanor,OWI,Parole,ISC,0.0,0,0,0,0,1
2012,M,35-44,Serious Misdemeanor,OWI,Parole,8JD,0.0,0,0,0,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,OWI,Parole,6JD,0.0,0,0,0,0,1
2012,M,45-54,Felony - Enhancement to Original Penalty,OWI,Parole,3JD,0.0,0,0,0,0,1
2012,M,45-54,Aggravated Misdemeanor,OWI,Parole,1JD,0.0,0,0,0,0,2
2012,M,45-54,D Felony,OWI,Parole,7JD,0.0,0,0,0,0,2
2012,M,45-54,Felony - Enhancement to Original Penalty,OWI,Parole,7JD,0.0,0,0,0,0,1
2012,M,55 and Older,Felony - Enhancement to Original Penalty,OWI,Parole,8JD,0.0,0,0,0,0,1
2012,M,55 and Older,D Felony,OWI,Parole,8JD,0.0,0,0,0,0,2
2012,M,55 and Older,Felony - Enhancement to Original Penalty,OWI,Parole,6JD,0.0,0,0,0,0,1
2012,M,55 and Older,Felony - Enhancement to Original Penalty,OWI,Parole,4JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,OWI,Parole,3JD,0.0,0,0,0,0,2
2012,M,Under 25,D Felony,OWI,Parole,8JD,0.0,0,0,0,0,1
2012,M,Under 25,D Felony,OWI,Parole,6JD,0.0,0,0,0,0,1
2012,F,35-44,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,1,0,0,0,0
2012,M,35-44,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,1
2012,M,45-54,B Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,1,0,0
2012,F,25-34,C Felony,Other Violent,Parole,7JD,0.0,0,0,1,0,0
2012,F,45-54,D Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2012,F,Under 25,C Felony,Other Violent,Parole,5JD,0.0,0,0,1,0,0
2012,F,Under 25,D Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2012,M,25-34,C Felony,Other Violent,Parole,ISC,0.0,0,0,1,0,0
2012,M,45-54,D Felony,Other Violent,Parole,1JD,0.0,0,0,1,0,0
2012,M,25-34,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,1,0
2012,M,45-54,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,1,1
2012,M,Under 25,C Felony,Other Violent,Parole,3JD,0.0,0,0,0,1,0
2012,M,Under 25,C Felony,Other Violent,Parole,ISC,0.0,0,0,0,1,1
2012,F,25-34,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,F,25-34,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,F,Under 25,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,M,35-44,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,35-44,Aggravated Misdemeanor,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,45-54,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,45-54,D Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,1
2012,M,Under 25,C Felony,Other Violent,Discharged – End of Sentence,N/A,0.0,0,0,0,0,2
2012,F,25-34,C Felony,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2012,F,25-34,C Felony,Other Violent,Parole,8JD,0.0,0,0,0,0,1
2012,F,35-44,Aggravated Misdemeanor,Other Violent,Parole,2JD,0.0,0,0,0,0,1
